,accuracy,model,time_train,time_inference,scaling_name,dataset_name
518,0.7230769230769231,LGBM,0.03973078727722168,0.00042176246643066406,QuantileTransformer,glass_identification
519,0.5494505494505495,LGBM,0.04269099235534668,0.0004601478576660156,QuantileTransformer,heart_disease
520,0.9629629629629629,LGBM,0.01766681671142578,0.0007255077362060547,QuantileTransformer,iris
521,0.9705,LGBM,1.1258163452148438,0.0719454288482666,QuantileTransformer,letter_recognition
522,0.9824561403508771,LGBM,0.02504253387451172,0.0006492137908935547,DecimalScaling,breast_cancer_wisconsin_diagnostic
523,0.9186351706036745,LGBM,0.030516386032104492,0.0009672641754150391,DecimalScaling,breast_cancer_wisconsin_original
524,0.7384615384615385,LGBM,0.04007863998413086,0.0005588531494140625,DecimalScaling,glass_identification
525,0.5274725274725275,LGBM,0.04235696792602539,0.0006132125854492188,DecimalScaling,heart_disease
526,0.9629629629629629,LGBM,0.014920711517333984,0.0004849433898925781,DecimalScaling,iris
527,0.9705,LGBM,1.149845838546753,0.07285356521606445,DecimalScaling,letter_recognition
528,0.9824561403508771,LGBM,0.02446770668029785,0.0007221698760986328,TanhTransformer,breast_cancer_wisconsin_diagnostic
529,0.9186351706036745,LGBM,0.03332185745239258,0.0011355876922607422,TanhTransformer,breast_cancer_wisconsin_original
530,0.7384615384615385,LGBM,0.034070730209350586,0.0005919933319091797,TanhTransformer,glass_identification
531,0.5384615384615384,LGBM,0.038339853286743164,0.0006210803985595703,TanhTransformer,heart_disease
532,0.9629629629629629,LGBM,0.014582633972167969,0.0004744529724121094,TanhTransformer,iris
533,0.97,LGBM,1.1061947345733643,0.07186365127563477,TanhTransformer,letter_recognition
534,0.9824561403508771,LGBM,0.024130821228027344,0.0006339550018310547,LogisticSigmoidTransformer,breast_cancer_wisconsin_diagnostic
535,0.9186351706036745,LGBM,0.030169248580932617,0.0008080005645751953,LogisticSigmoidTransformer,breast_cancer_wisconsin_original
